Crop,Date,Average,Price_Lag1,Price_Lag7,Year,Month,Season
Onion,2013-08-06,51.75,45.75,41.75,2013,8,Monsoon
Onion,2013-08-07,54.25,51.75,41.75,2013,8,Monsoon
Onion,2013-08-08,54.25,54.25,41.75,2013,8,Monsoon
Onion,2013-08-12,76.0,54.25,42.25,2013,8,Monsoon
Onion,2013-08-13,68.25,76.0,42.25,2013,8,Monsoon
Onion,2013-08-14,71.25,68.25,44.75,2013,8,Monsoon
Onion,2013-08-15,73.25,71.25,45.75,2013,8,Monsoon
Onion,2013-08-16,72.5,73.25,51.75,2013,8,Monsoon
Onion,2013-08-18,70.0,72.5,54.25,2013,8,Monsoon
Onion,2013-08-19,70.0,70.0,54.25,2013,8,Monsoon
Onion,2013-08-20,69.25,70.0,76.0,2013,8,Monsoon
Onion,2013-08-23,72.5,69.25,68.25,2013,8,Monsoon
Onion,2013-08-25,70.0,72.5,71.25,2013,8,Monsoon
Onion,2013-08-26,70.0,70.0,73.25,2013,8,Monsoon
Onion,2013-08-27,67.5,70.0,72.5,2013,8,Monsoon
Onion,2013-08-29,69.25,67.5,70.0,2013,8,Monsoon
Onion,2013-08-30,70.0,69.25,70.0,2013,8,Monsoon
Onion,2013-09-01,67.5,70.0,69.25,2013,9,Autumn
Onion,2013-09-02,68.25,67.5,72.5,2013,9,Autumn
Onion,2013-09-03,66.25,68.25,70.0,2013,9,Autumn
Onion,2013-09-04,65.0,66.25,70.0,2013,9,Autumn
Onion,2013-09-05,65.0,65.0,67.5,2013,9,Autumn
Onion,2013-09-06,67.5,65.0,69.25,2013,9,Autumn
Onion,2013-09-08,63.25,67.5,70.0,2013,9,Autumn
Onion,2013-09-09,66.75,63.25,67.5,2013,9,Autumn
Onion,2013-09-10,64.25,66.75,68.25,2013,9,Autumn
Onion,2013-09-11,67.5,64.25,66.25,2013,9,Autumn
Onion,2013-09-12,70.0,67.5,65.0,2013,9,Autumn
Onion,2013-09-13,65.0,70.0,65.0,2013,9,Autumn
Onion,2013-09-15,72.5,65.0,67.5,2013,9,Autumn
Onion,2013-09-16,71.75,72.5,63.25,2013,9,Autumn
Onion,2013-09-17,75.0,71.75,66.75,2013,9,Autumn
Onion,2013-09-19,75.0,75.0,64.25,2013,9,Autumn
Onion,2013-09-20,75.0,75.0,67.5,2013,9,Autumn
Onion,2013-09-22,75.0,75.0,70.0,2013,9,Autumn
Onion,2013-09-23,80.0,75.0,65.0,2013,9,Autumn
Onion,2013-09-24,75.0,80.0,72.5,2013,9,Autumn
Onion,2013-09-25,70.0,75.0,71.75,2013,9,Autumn
Onion,2013-09-26,80.0,70.0,75.0,2013,9,Autumn
Onion,2013-09-27,85.0,80.0,75.0,2013,9,Autumn
Onion,2013-09-29,70.0,85.0,75.0,2013,9,Autumn
Onion,2013-09-30,77.5,70.0,75.0,2013,9,Autumn
Onion,2013-10-01,85.0,77.5,80.0,2013,10,Autumn
Onion,2013-10-02,80.0,85.0,75.0,2013,10,Autumn
Onion,2013-10-03,81.25,80.0,70.0,2013,10,Autumn
Onion,2013-10-04,75.0,81.25,80.0,2013,10,Autumn
Onion,2013-10-06,78.75,75.0,85.0,2013,10,Autumn
Onion,2013-10-07,62.75,78.75,70.0,2013,10,Autumn
Onion,2013-10-08,72.5,62.75,77.5,2013,10,Autumn
Onion,2013-10-09,83.75,72.5,85.0,2013,10,Autumn
Onion,2013-10-10,85.75,83.75,80.0,2013,10,Autumn
Onion,2013-10-11,87.5,85.75,81.25,2013,10,Autumn
Onion,2013-10-12,86.25,87.5,75.0,2013,10,Autumn
Onion,2013-10-13,92.5,86.25,78.75,2013,10,Autumn
Onion,2013-10-14,97.5,92.5,62.75,2013,10,Autumn
Onion,2013-10-15,97.5,97.5,72.5,2013,10,Autumn
Onion,2013-10-16,91.25,97.5,83.75,2013,10,Autumn
Onion,2013-10-17,67.5,91.25,85.75,2013,10,Autumn
Onion,2013-10-20,85.0,67.5,87.5,2013,10,Autumn
Onion,2013-10-21,92.5,85.0,86.25,2013,10,Autumn
Onion,2013-10-22,86.25,92.5,92.5,2013,10,Autumn
Onion,2013-10-23,93.75,86.25,97.5,2013,10,Autumn
Onion,2013-10-24,91.25,93.75,97.5,2013,10,Autumn
Onion,2013-10-25,97.5,91.25,91.25,2013,10,Autumn
Onion,2013-10-27,95.0,97.5,67.5,2013,10,Autumn
Onion,2013-10-28,98.75,95.0,85.0,2013,10,Autumn
Onion,2013-10-29,93.75,98.75,92.5,2013,10,Autumn
Onion,2013-10-30,82.5,93.75,86.25,2013,10,Autumn
Onion,2013-10-31,88.75,82.5,93.75,2013,10,Autumn
Onion,2013-11-01,93.75,88.75,91.25,2013,11,Autumn
Onion,2013-11-03,91.25,93.75,97.5,2013,11,Autumn
Onion,2013-11-04,90.0,91.25,95.0,2013,11,Autumn
Onion,2013-11-05,90.0,90.0,98.75,2013,11,Autumn
Onion,2013-11-06,95.0,90.0,93.75,2013,11,Autumn
Onion,2013-11-07,90.0,95.0,82.5,2013,11,Autumn
Onion,2013-11-10,95.0,90.0,88.75,2013,11,Autumn
Onion,2013-11-11,90.0,95.0,93.75,2013,11,Autumn
Onion,2013-11-12,100.0,90.0,91.25,2013,11,Autumn
Onion,2013-11-13,110.0,100.0,90.0,2013,11,Autumn
Onion,2013-11-14,106.75,110.0,90.0,2013,11,Autumn
Onion,2013-11-15,108.25,106.75,95.0,2013,11,Autumn
Onion,2013-11-16,110.75,108.25,90.0,2013,11,Autumn
Onion,2013-11-17,108.75,110.75,95.0,2013,11,Autumn
Onion,2013-11-18,108.75,108.75,90.0,2013,11,Autumn
Onion,2013-11-20,105.0,108.75,100.0,2013,11,Autumn
Onion,2013-11-21,83.75,105.0,110.0,2013,11,Autumn
Onion,2013-11-22,81.25,83.75,106.75,2013,11,Autumn
Onion,2013-11-24,76.25,81.25,108.25,2013,11,Autumn
Onion,2013-11-25,72.5,76.25,110.75,2013,11,Autumn
Onion,2013-11-26,74.25,72.5,108.75,2013,11,Autumn
Onion,2013-11-27,73.75,74.25,108.75,2013,11,Autumn
Onion,2013-11-28,72.0,73.75,105.0,2013,11,Autumn
Onion,2013-11-29,72.0,72.0,83.75,2013,11,Autumn
Onion,2013-12-01,71.25,72.0,81.25,2013,12,Winter
Onion,2013-12-02,66.25,71.25,76.25,2013,12,Winter
Onion,2013-12-03,66.25,66.25,72.5,2013,12,Winter
Onion,2013-12-04,62.5,66.25,74.25,2013,12,Winter
Onion,2013-12-05,66.25,62.5,73.75,2013,12,Winter
Onion,2013-12-06,66.25,66.25,72.0,2013,12,Winter
Onion,2013-12-08,56.25,66.25,72.0,2013,12,Winter
Onion,2013-12-09,52.5,56.25,71.25,2013,12,Winter
Onion,2013-12-10,53.25,52.5,66.25,2013,12,Winter
Onion,2013-12-11,53.25,53.25,66.25,2013,12,Winter
Onion,2013-12-12,55.75,53.25,62.5,2013,12,Winter
Onion,2013-12-13,53.25,55.75,66.25,2013,12,Winter
Onion,2013-12-15,54.25,53.25,66.25,2013,12,Winter
Onion,2013-12-16,53.0,54.25,56.25,2013,12,Winter
Onion,2013-12-18,52.0,53.0,52.5,2013,12,Winter
Onion,2013-12-19,48.0,52.0,53.25,2013,12,Winter
Onion,2013-12-20,48.0,48.0,53.25,2013,12,Winter
Onion,2013-12-22,45.5,48.0,55.75,2013,12,Winter
Onion,2013-12-23,46.25,45.5,53.25,2013,12,Winter
Onion,2013-12-24,43.75,46.25,54.25,2013,12,Winter
Onion,2013-12-26,44.75,43.75,53.0,2013,12,Winter
Onion,2013-12-27,44.75,44.75,52.0,2013,12,Winter
Onion,2013-12-29,44.75,44.75,48.0,2013,12,Winter
Onion,2013-12-31,45.5,44.75,48.0,2013,12,Winter
Onion,2014-01-01,46.5,45.5,45.5,2014,1,Winter
Onion,2014-01-02,46.0,46.5,46.25,2014,1,Winter
Onion,2014-01-03,51.25,46.0,43.75,2014,1,Winter
Onion,2014-01-05,46.0,51.25,44.75,2014,1,Winter
Onion,2014-01-06,46.0,46.0,44.75,2014,1,Winter
Onion,2014-01-07,45.5,46.0,44.75,2014,1,Winter
Onion,2014-01-08,45.5,45.5,45.5,2014,1,Winter
Onion,2014-01-09,46.25,45.5,46.5,2014,1,Winter
Onion,2014-01-10,44.5,46.25,46.0,2014,1,Winter
Onion,2014-01-12,49.25,44.5,51.25,2014,1,Winter
Onion,2014-01-13,45.5,49.25,46.0,2014,1,Winter
Onion,2014-01-14,44.25,45.5,46.0,2014,1,Winter
Onion,2014-01-16,44.25,44.25,45.5,2014,1,Winter
Onion,2014-01-17,44.25,44.25,45.5,2014,1,Winter
Onion,2014-01-19,47.25,44.25,46.25,2014,1,Winter
Onion,2014-01-20,47.25,47.25,44.5,2014,1,Winter
Onion,2014-01-21,46.0,47.25,49.25,2014,1,Winter
Onion,2014-01-22,43.5,46.0,45.5,2014,1,Winter
Onion,2014-01-23,42.25,43.5,44.25,2014,1,Winter
Onion,2014-01-24,41.0,42.25,44.25,2014,1,Winter
Onion,2014-01-26,33.5,41.0,44.25,2014,1,Winter
Onion,2014-01-27,51.0,33.5,47.25,2014,1,Winter
Onion,2014-01-28,43.5,51.0,47.25,2014,1,Winter
Onion,2014-01-29,43.5,43.5,46.0,2014,1,Winter
Onion,2014-02-02,40.25,43.5,43.5,2014,2,Winter
Onion,2014-02-03,40.25,40.25,42.25,2014,2,Winter
Onion,2014-02-04,37.5,40.25,41.0,2014,2,Winter
Onion,2014-02-05,40.0,37.5,33.5,2014,2,Winter
Onion,2014-02-06,37.5,40.0,51.0,2014,2,Winter
Onion,2014-02-07,37.5,37.5,43.5,2014,2,Winter
Onion,2014-02-08,31.0,37.5,43.5,2014,2,Winter
Onion,2014-02-09,37.5,31.0,40.25,2014,2,Winter
Onion,2014-02-10,37.5,37.5,40.25,2014,2,Winter
Onion,2014-02-11,39.5,37.5,37.5,2014,2,Winter
Onion,2014-02-12,44.5,39.5,40.0,2014,2,Winter
Onion,2014-02-13,36.5,44.5,37.5,2014,2,Winter
Onion,2014-02-14,38.5,36.5,37.5,2014,2,Winter
Onion,2014-02-16,37.75,38.5,31.0,2014,2,Winter
Onion,2014-02-17,37.75,37.75,37.5,2014,2,Winter
Onion,2014-02-18,37.75,37.75,37.5,2014,2,Winter
Onion,2014-02-20,38.5,37.75,39.5,2014,2,Winter
Onion,2014-02-21,39.0,38.5,44.5,2014,2,Winter
Onion,2014-02-23,42.0,39.0,36.5,2014,2,Winter
Onion,2014-02-24,39.75,42.0,38.5,2014,2,Winter
Onion,2014-02-25,38.0,39.75,37.75,2014,2,Winter
Onion,2014-02-26,40.5,38.0,37.75,2014,2,Winter
Onion,2014-02-28,38.5,40.5,37.75,2014,2,Winter
Onion,2014-03-03,41.0,38.5,38.5,2014,3,Spring
Onion,2014-03-05,40.75,41.0,39.0,2014,3,Spring
Onion,2014-03-06,40.5,40.75,42.0,2014,3,Spring
Onion,2014-03-07,40.5,40.5,39.75,2014,3,Spring
Onion,2014-03-09,40.5,40.5,38.0,2014,3,Spring
Onion,2014-03-10,40.5,40.5,40.5,2014,3,Spring
Onion,2014-03-11,38.25,40.5,38.5,2014,3,Spring
Onion,2014-03-12,38.5,38.25,41.0,2014,3,Spring
Onion,2014-03-13,38.5,38.5,40.75,2014,3,Spring
Onion,2014-03-14,41.0,38.5,40.5,2014,3,Spring
Onion,2014-03-17,36.0,41.0,40.5,2014,3,Spring
Onion,2014-03-18,36.0,36.0,40.5,2014,3,Spring
Onion,2014-03-19,35.5,36.0,40.5,2014,3,Spring
Onion,2014-03-20,33.25,35.5,38.25,2014,3,Spring
Onion,2014-03-21,36.0,33.25,38.5,2014,3,Spring
Onion,2014-03-23,33.0,36.0,38.5,2014,3,Spring
Onion,2014-03-24,32.5,33.0,41.0,2014,3,Spring
Onion,2014-03-25,35.0,32.5,36.0,2014,3,Spring
Onion,2014-03-26,35.0,35.0,36.0,2014,3,Spring
Onion,2014-03-27,36.25,35.0,35.5,2014,3,Spring
Onion,2014-03-28,34.5,36.25,33.25,2014,3,Spring
Onion,2014-03-31,39.5,34.5,36.0,2014,3,Spring
Onion,2014-04-01,27.75,39.5,33.0,2014,4,Spring
Onion,2014-04-02,32.75,27.75,32.5,2014,4,Spring
Onion,2014-04-03,32.75,32.75,35.0,2014,4,Spring
Onion,2014-04-04,37.75,32.75,35.0,2014,4,Spring
Onion,2014-04-06,40.75,37.75,36.25,2014,4,Spring
Onion,2014-04-07,40.75,40.75,34.5,2014,4,Spring
Onion,2014-04-09,30.5,40.75,39.5,2014,4,Spring
Onion,2014-04-10,24.75,30.5,27.75,2014,4,Spring
Onion,2014-04-11,24.75,24.75,32.75,2014,4,Spring
Onion,2014-04-13,25.0,24.75,32.75,2014,4,Spring
Onion,2014-04-15,24.25,25.0,37.75,2014,4,Spring
Onion,2014-04-16,25.25,24.25,40.75,2014,4,Spring
Onion,2014-04-17,25.0,25.25,40.75,2014,4,Spring
Onion,2014-04-18,28.25,25.0,30.5,2014,4,Spring
Onion,2014-04-20,25.0,28.25,24.75,2014,4,Spring
Onion,2014-04-21,25.0,25.0,24.75,2014,4,Spring
Onion,2014-04-22,28.25,25.0,25.0,2014,4,Spring
Onion,2014-04-23,28.25,28.25,24.25,2014,4,Spring
Onion,2014-04-25,29.0,28.25,25.25,2014,4,Spring
Onion,2014-04-27,27.5,29.0,25.0,2014,4,Spring
Onion,2014-04-28,26.5,27.5,28.25,2014,4,Spring
Onion,2014-04-29,29.0,26.5,25.0,2014,4,Spring
Onion,2014-04-30,28.5,29.0,25.0,2014,4,Spring
Onion,2014-05-02,28.0,28.5,28.25,2014,5,Spring
Onion,2014-05-04,38.0,28.0,28.25,2014,5,Spring
Onion,2014-05-05,35.75,38.0,29.0,2014,5,Spring
Onion,2014-05-06,35.75,35.75,27.5,2014,5,Spring
Onion,2014-05-07,35.5,35.75,26.5,2014,5,Spring
Onion,2014-05-08,43.5,35.5,29.0,2014,5,Spring
Onion,2014-05-09,30.75,43.5,28.5,2014,5,Spring
Onion,2014-05-11,33.0,30.75,28.0,2014,5,Spring
Onion,2014-05-12,32.75,33.0,38.0,2014,5,Spring
Onion,2014-05-13,33.0,32.75,35.75,2014,5,Spring
Onion,2014-05-15,32.5,33.0,35.75,2014,5,Spring
Onion,2014-05-16,32.75,32.5,35.5,2014,5,Spring
Onion,2014-05-18,37.0,32.75,43.5,2014,5,Spring
Onion,2014-05-19,37.75,37.0,30.75,2014,5,Spring
Onion,2014-05-20,37.75,37.75,33.0,2014,5,Spring
Onion,2014-05-21,37.0,37.75,32.75,2014,5,Spring
Onion,2014-05-22,35.75,37.0,33.0,2014,5,Spring
Onion,2014-05-23,38.25,35.75,32.5,2014,5,Spring
Onion,2014-05-25,35.75,38.25,32.75,2014,5,Spring
Onion,2014-05-26,38.5,35.75,37.0,2014,5,Spring
Onion,2014-05-27,36.0,38.5,37.75,2014,5,Spring
Onion,2014-05-28,36.0,36.0,37.75,2014,5,Spring
Onion,2014-05-30,38.25,36.0,37.0,2014,5,Spring
Onion,2014-06-01,37.25,38.25,35.75,2014,6,Monsoon
Onion,2014-06-02,33.5,37.25,38.25,2014,6,Monsoon
Onion,2014-06-03,35.75,33.5,35.75,2014,6,Monsoon
Onion,2014-06-04,38.25,35.75,38.5,2014,6,Monsoon
Onion,2014-06-05,38.25,38.25,36.0,2014,6,Monsoon
Onion,2014-06-06,38.25,38.25,36.0,2014,6,Monsoon
Onion,2014-06-08,39.25,38.25,38.25,2014,6,Monsoon
Onion,2014-06-09,39.25,39.25,37.25,2014,6,Monsoon
Onion,2014-06-10,40.0,39.25,33.5,2014,6,Monsoon
Onion,2014-06-11,33.5,40.0,35.75,2014,6,Monsoon
Onion,2014-06-12,34.25,33.5,38.25,2014,6,Monsoon
Onion,2014-06-13,37.25,34.25,38.25,2014,6,Monsoon
Onion,2014-06-15,33.5,37.25,38.25,2014,6,Monsoon
Onion,2014-06-16,33.5,33.5,39.25,2014,6,Monsoon
Onion,2014-06-17,41.0,33.5,39.25,2014,6,Monsoon
Onion,2014-06-18,40.75,41.0,40.0,2014,6,Monsoon
Onion,2014-06-19,41.0,40.75,33.5,2014,6,Monsoon
Onion,2014-06-20,46.75,41.0,34.25,2014,6,Monsoon
Onion,2014-06-23,42.5,46.75,37.25,2014,6,Monsoon
Onion,2014-06-24,43.0,42.5,33.5,2014,6,Monsoon
Onion,2014-06-25,43.0,43.0,33.5,2014,6,Monsoon
Onion,2014-06-26,43.25,43.0,41.0,2014,6,Monsoon
Onion,2014-06-27,43.25,43.25,40.75,2014,6,Monsoon
Onion,2014-06-29,43.25,43.25,41.0,2014,6,Monsoon
Onion,2014-06-30,44.25,43.25,46.75,2014,6,Monsoon
Onion,2014-07-01,46.0,44.25,42.5,2014,7,Monsoon
Onion,2014-07-02,46.75,46.0,43.0,2014,7,Monsoon
Onion,2014-07-03,47.0,46.75,43.0,2014,7,Monsoon
Onion,2014-07-04,46.5,47.0,43.25,2014,7,Monsoon
Onion,2014-07-05,46.75,46.5,43.25,2014,7,Monsoon
Onion,2014-07-06,47.5,46.75,43.25,2014,7,Monsoon
Onion,2014-07-07,47.75,47.5,44.25,2014,7,Monsoon
Onion,2014-07-08,47.5,47.75,46.0,2014,7,Monsoon
Onion,2014-07-09,46.25,47.5,46.75,2014,7,Monsoon
Onion,2014-07-10,46.0,46.25,47.0,2014,7,Monsoon
Onion,2014-07-11,45.75,46.0,46.5,2014,7,Monsoon
Onion,2014-07-12,46.0,45.75,46.75,2014,7,Monsoon
Onion,2014-07-13,46.25,46.0,47.5,2014,7,Monsoon
Onion,2014-07-14,47.0,46.25,47.75,2014,7,Monsoon
Onion,2014-07-15,42.0,47.0,47.5,2014,7,Monsoon
Onion,2014-07-16,47.0,42.0,46.25,2014,7,Monsoon
Onion,2014-07-17,47.0,47.0,46.0,2014,7,Monsoon
Onion,2014-07-18,42.0,47.0,45.75,2014,7,Monsoon
Onion,2014-07-19,44.5,42.0,46.0,2014,7,Monsoon
Onion,2014-07-20,44.5,44.5,46.25,2014,7,Monsoon
Onion,2014-07-21,47.0,44.5,47.0,2014,7,Monsoon
Onion,2014-07-22,44.5,47.0,42.0,2014,7,Monsoon
Onion,2014-07-23,46.25,44.5,47.0,2014,7,Monsoon
Onion,2014-07-24,43.75,46.25,47.0,2014,7,Monsoon
Onion,2014-07-25,43.25,43.75,42.0,2014,7,Monsoon
Onion,2014-07-26,45.25,43.25,44.5,2014,7,Monsoon
Onion,2014-07-27,45.25,45.25,44.5,2014,7,Monsoon
Onion,2014-07-28,48.75,45.25,47.0,2014,7,Monsoon
Onion,2014-07-29,48.75,48.75,44.5,2014,7,Monsoon
Onion,2014-07-30,43.75,48.75,46.25,2014,7,Monsoon
Onion,2014-07-31,51.25,43.75,43.75,2014,7,Monsoon
Onion,2014-08-01,46.25,51.25,43.25,2014,8,Monsoon
Onion,2014-08-02,46.25,46.25,45.25,2014,8,Monsoon
Onion,2014-08-03,44.5,46.25,45.25,2014,8,Monsoon
Onion,2014-08-04,46.0,44.5,48.75,2014,8,Monsoon
Onion,2014-08-05,45.5,46.0,48.75,2014,8,Monsoon
Onion,2014-08-06,45.25,45.5,43.75,2014,8,Monsoon
Onion,2014-08-07,45.25,45.25,51.25,2014,8,Monsoon
Onion,2014-08-08,45.25,45.25,46.25,2014,8,Monsoon
Onion,2014-08-09,45.25,45.25,46.25,2014,8,Monsoon
Onion,2014-08-10,45.25,45.25,44.5,2014,8,Monsoon
Onion,2014-08-11,50.25,45.25,46.0,2014,8,Monsoon
Onion,2014-08-12,45.25,50.25,45.5,2014,8,Monsoon
Onion,2014-08-13,45.25,45.25,45.25,2014,8,Monsoon
Onion,2014-08-14,44.75,45.25,45.25,2014,8,Monsoon
Onion,2014-08-15,50.25,44.75,45.25,2014,8,Monsoon
Onion,2014-08-16,49.25,50.25,45.25,2014,8,Monsoon
Onion,2014-08-17,49.25,49.25,45.25,2014,8,Monsoon
Onion,2014-08-18,44.25,49.25,50.25,2014,8,Monsoon
Onion,2014-08-19,49.25,44.25,45.25,2014,8,Monsoon
Onion,2014-08-20,49.25,49.25,45.25,2014,8,Monsoon
Onion,2014-08-21,49.25,49.25,44.75,2014,8,Monsoon
Onion,2014-08-22,48.5,49.25,50.25,2014,8,Monsoon
Onion,2014-08-23,49.0,48.5,49.25,2014,8,Monsoon
Onion,2014-08-24,49.0,49.0,49.25,2014,8,Monsoon
Onion,2014-08-25,49.0,49.0,44.25,2014,8,Monsoon
Onion,2014-08-26,48.75,49.0,49.25,2014,8,Monsoon
Onion,2014-08-27,46.0,48.75,49.25,2014,8,Monsoon
Onion,2014-08-28,48.5,46.0,49.25,2014,8,Monsoon
Onion,2014-08-29,48.5,48.5,48.5,2014,8,Monsoon
Onion,2014-08-31,49.0,48.5,49.0,2014,8,Monsoon
Onion,2014-09-01,48.5,49.0,49.0,2014,9,Autumn
Onion,2014-09-02,49.0,48.5,49.0,2014,9,Autumn
Onion,2014-09-03,49.0,49.0,48.75,2014,9,Autumn
Onion,2014-09-04,44.0,49.0,46.0,2014,9,Autumn
Onion,2014-09-05,48.5,44.0,48.5,2014,9,Autumn
Onion,2014-09-06,48.5,48.5,48.5,2014,9,Autumn
Onion,2014-09-07,53.75,48.5,49.0,2014,9,Autumn
Onion,2014-09-08,48.5,53.75,48.5,2014,9,Autumn
Onion,2014-09-09,48.5,48.5,49.0,2014,9,Autumn
Onion,2014-09-10,48.25,48.5,49.0,2014,9,Autumn
Onion,2014-09-11,48.25,48.25,44.0,2014,9,Autumn
Onion,2014-09-12,48.25,48.25,48.5,2014,9,Autumn
Onion,2014-09-13,48.25,48.25,48.5,2014,9,Autumn
Onion,2014-09-14,48.25,48.25,53.75,2014,9,Autumn
Onion,2014-09-15,48.25,48.25,48.5,2014,9,Autumn
Onion,2014-09-16,48.25,48.25,48.5,2014,9,Autumn
Onion,2014-09-17,48.0,48.25,48.25,2014,9,Autumn
Onion,2014-09-18,48.0,48.0,48.25,2014,9,Autumn
Onion,2014-09-19,48.25,48.0,48.25,2014,9,Autumn
Onion,2014-09-20,48.0,48.25,48.25,2014,9,Autumn
Onion,2014-09-21,48.0,48.0,48.25,2014,9,Autumn
Onion,2014-09-22,48.0,48.0,48.25,2014,9,Autumn
Onion,2014-09-23,47.5,48.0,48.25,2014,9,Autumn
Onion,2014-09-24,47.5,47.5,48.0,2014,9,Autumn
Onion,2014-09-26,61.25,47.5,48.0,2014,9,Autumn
Onion,2014-09-28,61.25,61.25,48.25,2014,9,Autumn
Onion,2014-09-29,51.25,61.25,48.0,2014,9,Autumn
Onion,2014-09-30,51.25,51.25,48.0,2014,9,Autumn
Onion,2014-10-08,49.0,51.25,48.0,2014,10,Autumn
Onion,2014-10-09,49.75,49.0,47.5,2014,10,Autumn
Onion,2014-10-10,49.25,49.75,47.5,2014,10,Autumn
Onion,2014-10-12,51.25,49.25,61.25,2014,10,Autumn
Onion,2014-10-13,52.25,51.25,61.25,2014,10,Autumn
Onion,2014-10-14,52.75,52.25,51.25,2014,10,Autumn
Onion,2014-10-15,40.5,52.75,51.25,2014,10,Autumn
Onion,2014-10-16,52.75,40.5,49.0,2014,10,Autumn
Onion,2014-10-17,49.0,52.75,49.75,2014,10,Autumn
Onion,2014-10-19,52.0,49.0,49.25,2014,10,Autumn
Onion,2014-10-20,52.5,52.0,51.25,2014,10,Autumn
Onion,2014-10-21,50.0,52.5,52.25,2014,10,Autumn
Onion,2014-10-22,52.5,50.0,52.75,2014,10,Autumn
Onion,2014-10-23,52.5,52.5,40.5,2014,10,Autumn
Onion,2014-10-24,50.5,52.5,52.75,2014,10,Autumn
Onion,2014-10-25,50.75,50.5,49.0,2014,10,Autumn
Onion,2014-10-26,38.0,50.75,52.0,2014,10,Autumn
Onion,2014-10-27,38.5,38.0,52.5,2014,10,Autumn
Onion,2014-10-28,40.5,38.5,50.0,2014,10,Autumn
Onion,2014-10-29,41.0,40.5,52.5,2014,10,Autumn
Onion,2014-10-30,51.5,41.0,52.5,2014,10,Autumn
Onion,2014-10-31,43.5,51.5,50.5,2014,10,Autumn
Onion,2014-11-01,43.5,43.5,50.75,2014,11,Autumn
Onion,2014-11-02,43.5,43.5,38.0,2014,11,Autumn
Onion,2014-11-03,49.75,43.5,38.5,2014,11,Autumn
Onion,2014-11-04,54.0,49.75,40.5,2014,11,Autumn
Onion,2014-11-05,52.75,54.0,41.0,2014,11,Autumn
Onion,2014-11-06,52.75,52.75,51.5,2014,11,Autumn
Onion,2014-11-07,49.75,52.75,43.5,2014,11,Autumn
Onion,2014-11-08,54.0,49.75,43.5,2014,11,Autumn
Onion,2014-11-09,54.5,54.0,43.5,2014,11,Autumn
Onion,2014-11-10,47.25,54.5,49.75,2014,11,Autumn
Onion,2014-11-11,44.5,47.25,54.0,2014,11,Autumn
Onion,2014-11-12,49.25,44.5,52.75,2014,11,Autumn
Onion,2014-11-13,44.25,49.25,52.75,2014,11,Autumn
Onion,2014-11-14,46.5,44.25,49.75,2014,11,Autumn
Onion,2014-11-15,45.75,46.5,54.0,2014,11,Autumn
Onion,2014-11-16,46.75,45.75,54.5,2014,11,Autumn
Onion,2014-11-17,43.25,46.75,47.25,2014,11,Autumn
Onion,2014-11-18,43.25,43.25,44.5,2014,11,Autumn
Onion,2014-11-19,45.75,43.25,49.25,2014,11,Autumn
Onion,2014-11-20,45.75,45.75,44.25,2014,11,Autumn
Onion,2014-11-21,48.5,45.75,46.5,2014,11,Autumn
Onion,2014-11-22,45.75,48.5,45.75,2014,11,Autumn
Onion,2014-11-23,37.0,45.75,46.75,2014,11,Autumn
Onion,2014-11-24,48.0,37.0,43.25,2014,11,Autumn
